#"Time (ps)","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
0.20000000000000015,-72.13888549804688,-59.86965689621866,57.86858896076285
0.4000000000000003,-66.14608764648438,-52.21980203688145,65.68420263782627
0.6000000000000004,-53.149505615234375,-31.308950930833817,103.01235087577638
0.8000000000000006,-41.34881591796875,-6.308948963880539,165.2677379981169
1.0000000000000007,-47.242584228515625,1.0013262331485748,227.54544030175538
1.2000000000000008,-50.05841064453125,4.181758150458336,255.8271701524854
1.400000000000001,-44.938140869140625,10.127216339111328,259.7192232433495
1.6000000000000012,-37.4561767578125,24.640377059578896,292.8823046139233
1.8000000000000014,-34.110076904296875,20.461884021759033,257.3920886226027
2.0000000000000013,-7.54913330078125,31.542710214853287,184.37914049361117
2.1999999999999793,-13.988800048828125,39.07211273908615,250.26513496937835
2.3999999999999573,-36.1922607421875,29.225808022543788,308.54843892867564
2.5999999999999353,-24.7803955078125,40.12380400300026,306.1247422481725
2.7999999999999132,-27.4652099609375,19.825336076319218,223.0488369865616
2.999999999999891,-30.052642822265625,8.839783102273941,183.4385748732998
3.199999999999869,-25.18035888671875,43.566790759563446,324.2502584483557
3.399999999999847,-24.22930908203125,34.994541093707085,279.33301707190645
3.599999999999825,-39.02099609375,40.64039784669876,375.72797863545566
3.799999999999803,-31.887481689453125,27.698599010705948,281.04150014015914
3.999999999999781,-40.492156982421875,31.431142330169678,339.2307682654222
4.1999999999997595,-27.47265625,35.926458060741425,299.02591316768104
4.3999999999997375,-24.411865234375,44.59075689315796,325.4552104863415
4.599999999999715,-22.3092041015625,67.76021435856819,424.8180813932824
4.799999999999693,-23.878387451171875,58.173791229724884,387.00426534658874
4.999999999999671,-11.731903076171875,57.83990830555558,328.13982743014486
5.199999999999649,-12.55902099609375,67.796305924654,379.00095721515675
5.399999999999627,-9.866119384765625,77.40119192004204,411.6017666225854
5.599999999999605,-30.528533935546875,59.51867592334747,424.7133331276785
5.799999999999583,-14.07000732421875,53.72547768056393,319.76167226623653
5.999999999999561,-14.23907470703125,56.81443166732788,335.1283351250008
6.199999999999539,-11.43011474609375,65.97216540575027,365.07272625643657
6.399999999999517,-2.710784912109375,65.6837854385376,322.5872960081458
6.599999999999495,-18.737335205078125,47.34923720359802,311.7014784428675
6.799999999999473,-35.396514892578125,41.26219266653061,361.5656193202209
6.999999999999451,-30.8721923828125,37.86122915148735,324.18550894410447
7.199999999999429,-33.429931640625,36.690355867147446,330.7267496012877
7.399999999999407,-34.5963134765625,26.22184920310974,286.85269234728673
7.599999999999385,-30.1478271484375,10.34255463629961,190.97543426782076
7.799999999999363,-23.8646240234375,28.333158239722252,246.1941255214768
7.999999999999341,-31.303955078125,49.30703604221344,380.20681350476
8.199999999999408,-24.957672119140625,50.48747617006302,355.84179063883204
8.399999999999475,-26.545684814453125,54.83519475162029,383.83804081804357
8.599999999999541,-23.4205322265625,54.821692019701004,369.03437544624285
8.799999999999608,-18.528350830078125,56.91168873012066,355.8176949969226
8.999999999999675,16.3671875,77.74839575588703,289.50833224719815
9.199999999999742,-24.2506103515625,36.24677401781082,285.3397212560601
9.399999999999809,-43.58477783203125,10.657956033945084,255.83926847124727
9.599999999999875,-33.5828857421875,16.395503669977188,235.72621944484283
9.799999999999942,-41.22613525390625,27.38966664671898,323.63074853856295
10.000000000000009,-26.646942138671875,43.370568335056305,330.24199525113823
10.200000000000076,-33.92919921875,35.37518095970154,326.8784713270113
10.400000000000142,-3.83538818359375,46.178944528102875,235.89574827945899
10.60000000000021,-16.581329345703125,33.36896879505366,235.5937251951027
10.800000000000276,-18.3544921875,51.81780518591404,330.97205740623554
11.000000000000343,-15.531341552734375,54.93363198637962,332.3524829636319
11.20000000000041,-18.45599365234375,57.949897430837154,360.37319449851725
11.400000000000476,-3.522186279296875,67.19905683398247,333.5611945405207
11.600000000000543,1.18109130859375,72.86618397384882,338.1072516198539
11.80000000000061,-13.7056884765625,46.00017365626991,281.6064568067479
12.000000000000677,-32.723388671875,32.456487238407135,307.42498733812863
12.200000000000744,-30.369415283203125,39.471400678157806,329.4086044619016
12.40000000000081,-26.9290771484375,41.29145020246506,321.7664112450884
12.600000000000877,-9.84979248046875,62.66749393194914,342.0323458089952
12.800000000000944,-6.31134033203125,52.75524137914181,278.5912504598586
13.00000000000101,-28.604583740234375,47.041775584220886,356.7908151513927
13.200000000001078,-32.4765625,53.87374198436737,407.27664623495417
13.400000000001144,-39.76324462890625,37.3399223536253,363.6619401663383
13.600000000001211,-36.226287841796875,16.771302834153175,249.96647224262477
13.800000000001278,-36.2064208984375,32.927860736846924,326.07619084167624
14.000000000001345,-23.71990966796875,31.001334190368652,258.0961909690019
14.200000000001411,-27.00347900390625,20.070328578352928,222.02657642142924
14.400000000001478,-33.797332763671875,12.704222396016121,219.32751185117272
